id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
506187,17.5 mi,2021-10-10,07:15,10494,768,42.61,-78.81,42.8,-78.8,EMCD
506188,74.1 mi,2021-10-10,07:00,801,865,43.98,-75.92,43.06,-76.1,MCD
506189,26.2 mi,2021-10-10,08:50,15781,976,44.72,-75.45,44.66,-75.03,FMLM
506190,20.2 mi,2021-10-10,18:20,15781,385,44.6,-75.15,44.72,-75.45,FMLM
506191,80.8 mi,2021-10-10,18:00,12919,75,43.0,-76.14,43.05,-74.86,SRVC
506192,196 mi,2021-10-10,16:00,14231,59,44.93,-74.89,42.82,-76.49,""
506193,196 mi,2021-10-10,16:00,14279,59,44.93,-74.89,42.82,-76.49,""
506194,27.8 mi,2021-10-10,16:00,14232,59,44.93,-74.89,44.64,-75.08,""
506195,87.9 mi,2021-10-10,18:00,7283,66,43.01,-76.16,43.96,-75.62,SRVC
506196,68.8 mi,2021-10-10,18:00,12562,66,43.01,-76.16,43.85,-76.18,SRVC
506197,68.8 mi,2021-10-10,18:00,12563,66,43.01,-76.16,43.85,-76.18,SRVC
506198,87.9 mi,2021-10-10,18:00,6508,66,43.01,-76.16,43.96,-75.62,SRVC
506199,72.2 mi,2021-10-10,08:00,801,865,43.06,-76.1,43.98,-75.92,MCD
506200,16.8 mi,2021-10-10,07:45,10494,768,42.8,-78.8,42.61,-78.81,EMCD
506201,15.9 mi,2021-10-10,10:30,13567,768,42.8,-78.8,42.61,-78.74,EMCD
506202,39.1 mi,2021-10-10,14:00,14420,988,44.7,-75.48,44.97,-74.85,""
506203,36.1 mi,2021-10-10,12:00,15581,385,43.98,-75.92,44.33,-75.46,""
506204,36.1 mi,2021-10-10,12:00,15582,385,43.98,-75.92,44.33,-75.46,""
506205,13.4 mi,2021-10-10,20:30,5142,385,44.53,-75.59,44.69,-75.5,FMLM
506206,52.1 mi,2021-10-10,15:00,12452,246,44.92,-74.89,44.34,-75.46,""
506207,9.5 mi,2021-10-10,16:30,5470,52,44.63,-75.31,44.6,-75.17,""
506208,9.1 mi,2021-10-11,13:20,14708,870,44.01,-76.02,43.95,-75.91,STP
506209,12.8 mi,2021-10-11,17:00,14143,192,44.55,-74.96,44.59,-75.18,""
506210,39.1 mi,2021-10-11,14:15,14420,149,44.97,-74.85,44.7,-75.48,""
506211,22.3 mi,2021-10-11,18:30,5256,59,44.23,-76.08,43.96,-76.09,SRVC
506212,1.9 mi,2021-10-11,15:15,14956,186,44.95,-74.91,44.93,-74.88,""
506213,0.7 mi,2021-10-11,15:15,14898,186,44.93,-74.88,44.93,-74.88,""
506214,35.1 mi,2021-10-11,17:00,13054,613,44.7,-75.47,44.93,-74.88,""
506215,0.4 mi,2021-10-11,16:00,2886,826,44.33,-75.46,44.33,-75.47,""
506216,66.1 mi,2021-10-11,15:15,14287,59,43.25,-76.31,43.99,-75.84,SRVC
506217,38.9 mi,2021-10-11,13:00,15581,199,44.33,-75.46,43.98,-75.92,""
506218,38.9 mi,2021-10-11,13:00,15582,199,44.33,-75.46,43.98,-75.92,""
506219,82.4 mi,2021-10-11,16:00,10734,191,44.63,-74.81,43.99,-75.84,HGS
506220,81.4 mi,2021-10-11,16:00,10733,191,44.69,-74.74,43.99,-75.84,HGS
506221,82.4 mi,2021-10-11,16:00,15432,191,44.63,-74.81,43.99,-75.84,HGS
506222,9.3 mi,2021-10-11,06:00,15586,729,43.88,-75.42,43.8,-75.5,LEWIS
506223,0.6 mi,2021-10-11,09:15,382,466,43.79,-75.49,43.8,-75.5,LEWIS
506224,2.1 mi,2021-10-11,15:00,5084,161,43.79,-75.47,43.8,-75.5,LEWIS
506225,5.9 mi,2021-10-11,10:45,6816,729,43.74,-75.54,43.8,-75.5,LEWIS
506226,6.8 mi,2021-10-11,10:30,13192,379,43.73,-75.41,43.8,-75.5,LEWIS
506227,19.7 mi,2021-10-11,11:45,381,161,43.88,-75.18,43.8,-75.5,LEWIS
506228,12.8 mi,2021-10-11,17:00,13920,192,44.55,-74.96,44.59,-75.18,""
506229,7.5 mi,2021-10-11,17:00,14676,584,44.5,-75.27,44.59,-75.18,""
506230,9.3 mi,2021-10-11,09:00,14904,182,44.8,-74.98,44.67,-74.99,STLAW
506231,60.4 mi,2021-10-11,17:00,13811,75,43.93,-75.33,44.6,-75.59,""
506232,19.4 mi,2021-10-11,09:00,15540,192,44.59,-75.18,44.69,-75.5,""
506233,1.1 mi,2021-10-11,15:15,9793,804,44.93,-74.89,44.94,-74.88,""
506234,1.1 mi,2021-10-11,13:15,9710,804,44.94,-74.88,44.93,-74.89,""
506235,6.1 mi,2021-10-11,10:00,12234,14,44.01,-75.87,43.95,-75.91,STP
506236,72.4 mi,2021-10-11,09:30,9690,127,43.26,-76.53,43.98,-75.9,SRVC
506237,33.9 mi,2021-10-11,11:00,4691,198,44.33,-75.25,44.69,-75.5,STLAW
506238,33.9 mi,2021-10-11,11:15,4691,198,44.69,-75.5,44.33,-75.25,STLAW
506239,2.4 mi,2021-10-11,15:00,12874,805,43.07,-76.1,43.04,-76.1,""
506240,1.4 mi,2021-10-11,13:00,12988,788,43.45,-76.52,43.44,-76.51,""
506241,279 mi,2021-10-11,10:00,14444,790,43.11,-76.58,40.73,-73.99,""
506242,276 mi,2021-10-11,11:00,14444,790,40.73,-73.99,43.11,-76.58,""
506243,7.3 mi,2021-10-11,14:15,11933,723,43.23,-76.3,43.31,-76.39,""
506244,5.9 mi,2021-10-11,09:30,12978,723,43.45,-76.41,43.47,-76.5,""
506245,5.9 mi,2021-10-11,11:30,12978,723,43.47,-76.5,43.45,-76.41,""
506246,12.8 mi,2021-10-11,15:00,14926,986,43.64,-76.09,43.5,-76.0,""
506247,14.5 mi,2021-10-11,20:00,14926,986,43.5,-76.0,43.64,-76.09,""
506248,5.9 mi,2021-10-11,09:30,13386,723,43.45,-76.41,43.47,-76.5,""
506249,5.9 mi,2021-10-11,11:30,13386,723,43.47,-76.5,43.45,-76.41,""
506250,5.9 mi,2021-10-11,09:30,12979,723,43.45,-76.41,43.47,-76.5,""
506251,5.9 mi,2021-10-11,11:30,12979,723,43.47,-76.5,43.45,-76.41,""
506252,2.1 mi,2021-10-11,11:15,13938,805,43.33,-76.4,43.31,-76.39,""
506253,4.7 mi,2021-10-11,10:30,13939,986,43.36,-76.43,43.31,-76.39,""
506254,5.7 mi,2021-10-11,11:15,13940,986,43.31,-76.46,43.31,-76.39,""
506255,12.5 mi,2021-10-11,15:15,12829,723,43.45,-76.49,43.31,-76.39,""
506256,18.0 mi,2021-10-11,14:00,14774,630,43.99,-75.62,43.97,-75.91,OTP
506257,47.3 mi,2021-10-11,09:00,12540,149,44.16,-75.04,44.75,-74.99,""
506258,33.6 mi,2021-10-11,19:00,13921,804,44.69,-75.49,44.52,-74.91,""
506259,8.5 mi,2021-10-11,10:00,4127,552,44.02,-75.8,43.98,-75.94,STP
506260,20.2 mi,2021-10-11,05:30,5713,976,44.46,-75.23,44.67,-74.99,FMLM
506261,19.8 mi,2021-10-11,15:10,5713,243,44.66,-75.03,44.46,-75.23,FMLM
506262,25.4 mi,2021-10-11,10:00,217,397,44.2,-75.62,43.95,-75.91,STP
506263,16.6 mi,2021-10-11,14:30,12466,934,43.97,-75.62,43.95,-75.91,STP
506264,10.7 mi,2021-10-11,09:45,486,71,44.02,-75.76,43.95,-75.91,STP
506265,5.2 mi,2021-10-11,06:20,959,66,44.01,-75.88,43.95,-75.91,STP
506266,25.3 mi,2021-10-11,11:05,476,260,43.78,-76.22,43.95,-75.91,STP
506267,24.4 mi,2021-10-11,14:00,476,260,43.95,-75.91,43.78,-76.22,STP
506268,3.1 mi,2021-10-11,06:05,484,14,43.98,-75.91,43.95,-75.91,STP
506269,24.6 mi,2021-10-11,11:05,10661,133,44.24,-76.08,43.95,-75.91,STP
506270,12.8 mi,2021-10-11,06:20,479,71,44.09,-75.81,43.95,-75.91,STP
506271,59.0 mi,2021-10-11,13:45,12594,34,43.25,-76.31,43.95,-75.91,OTP
506272,16.5 mi,2021-10-11,16:30,13305,302,43.97,-75.62,43.95,-75.91,STP
506273,1.6 mi,2021-10-11,06:00,14330,71,43.96,-75.91,43.95,-75.91,STP
506274,12.8 mi,2021-10-11,09:00,15490,32,44.02,-75.72,43.98,-75.92,OTP
506275,18.6 mi,2021-10-11,12:00,10083,246,44.7,-75.48,44.59,-75.18,""
506276,60.2 mi,2021-10-11,08:00,1218,262,43.78,-75.49,43.08,-75.34,LEWIS
506277,24.1 mi,2021-10-11,16:00,12855,157,44.64,-75.55,44.59,-75.18,""
506278,24.1 mi,2021-10-11,16:00,12854,157,44.64,-75.55,44.59,-75.18,""
506279,24.1 mi,2021-10-11,16:00,12857,157,44.64,-75.55,44.59,-75.18,""
506280,24.1 mi,2021-10-11,16:00,13936,157,44.64,-75.55,44.59,-75.18,""
506281,2.0 mi,2021-10-11,14:15,11754,723,43.32,-76.42,43.31,-76.39,""
506282,2.0 mi,2021-10-11,15:15,11754,723,43.31,-76.39,43.32,-76.42,""
506283,17.4 mi,2021-10-11,11:40,7605,407,44.01,-75.65,43.95,-75.91,STP
506284,32.4 mi,2021-10-11,15:15,847,281,44.26,-75.54,43.95,-75.91,STLAW
506285,353 mi,2021-10-11,06:45,14760,191,41.14,-74.0,44.69,-75.5,STLAW
506286,17.8 mi,2021-10-11,06:00,15069,246,44.52,-75.74,44.69,-75.5,STLAW
506287,75.8 mi,2021-10-11,14:00,15800,262,43.65,-75.41,43.05,-76.13,LEWIS
506288,32.4 mi,2021-10-11,12:10,6486,385,44.29,-75.55,43.95,-75.91,STLAW
506289,11.8 mi,2021-10-11,08:35,6316,235,44.8,-75.0,44.86,-75.2,FMLM
506290,2.4 mi,2021-10-11,08:35,6581,235,44.85,-75.24,44.86,-75.2,FMLM
506291,6.2 mi,2021-10-11,09:10,15438,475,44.61,-75.05,44.6,-75.14,FMLM
506292,13.8 mi,2021-10-11,10:45,11488,31,43.97,-75.63,43.8,-75.5,STP
506293,29.4 mi,2021-10-11,11:00,15457,75,43.91,-75.37,43.97,-75.88,LSVC
506294,16.5 mi,2021-10-11,08:00,9627,804,44.52,-74.91,44.59,-75.18,""
506295,10.5 mi,2021-10-11,10:00,3928,235,44.8,-74.98,44.92,-74.89,STLAW
506296,12.4 mi,2021-10-11,17:15,12829,811,43.31,-76.39,43.45,-76.49,""
506297,17.1 mi,2021-10-11,06:20,12716,267,44.13,-75.74,43.95,-75.91,STP
506298,1.4 mi,2021-10-11,15:00,12988,788,43.44,-76.51,43.45,-76.52,""
506299,15.0 mi,2021-10-11,08:00,15801,157,44.82,-74.56,44.86,-74.29,""
506300,83.9 mi,2021-10-11,11:00,11506,7,43.79,-75.49,43.12,-76.16,LEWIS
506301,2.3 mi,2021-10-11,10:00,9497,295,43.97,-75.92,43.95,-75.91,PW
506302,2.4 mi,2021-10-11,16:00,12874,805,43.04,-76.1,43.07,-76.1,""
506303,30.9 mi,2021-10-11,09:00,15458,60,44.74,-75.01,44.69,-75.5,STLAW
506304,12.6 mi,2021-10-11,14:50,15683,224,44.67,-75.05,44.8,-74.99,FMLM
506305,3.7 mi,2021-10-11,08:20,7334,243,44.68,-74.97,44.66,-75.03,FMLM
506306,12.4 mi,2021-10-11,15:10,7334,198,44.6,-75.17,44.68,-74.97,FMLM
506307,40.6 mi,2021-10-11,12:30,792,261,43.62,-75.37,43.97,-75.91,LEWIS
506308,10.5 mi,2021-10-11,05:30,8256,179,44.8,-74.98,44.92,-74.89,SOTP
506309,42.8 mi,2021-10-11,10:00,13725,250,44.15,-75.03,44.67,-74.97,SOTP
506310,3.9 mi,2021-10-11,10:40,578,250,44.68,-74.97,44.66,-75.03,FMLM
506311,0.7 mi,2021-10-11,10:15,9949,489,43.95,-75.92,43.95,-75.91,STP
506312,24.7 mi,2021-10-11,13:20,13338,255,44.3,-75.8,43.97,-75.91,STP
506313,1.5 mi,2021-10-11,14:30,2221,108,44.7,-75.48,44.69,-75.5,STLAW
506314,17.5 mi,2021-10-11,12:00,11009,226,44.74,-74.78,44.94,-74.91,STLAW
506315,7.7 mi,2021-10-11,08:30,2304,98,44.2,-75.6,44.14,-75.72,STP
506316,7.7 mi,2021-10-11,13:45,427,119,44.2,-75.6,44.14,-75.72,FIDLS
506317,71.5 mi,2021-10-11,13:45,6101,196,44.52,-74.92,44.27,-73.98,STLAW
